NGC1261       50.73  4.35  0.16  0.16  LI22
NGC1261       56.41  4.12  0.16  0.16  LI22
NGC1261       62.03  4.20  0.16  0.16  LI22
NGC1261       68.36  4.35  0.16  0.16  LI22
NGC1261       68.68  3.96  0.44  0.37   RV
NGC1261       75.68  4.12  0.16  0.16  LI22
NGC1261       85.08  4.04  0.16  0.16  LI22
NGC1261       93.22  3.83  0.42  0.36   RV
NGC1261       99.66  3.58  0.16  0.16  LI22
NGC1261      100.00  4.50  0.42  0.37  VB21
NGC1261      136.58  3.29  0.36  0.31   RV
NGC1261      213.83  2.71  0.30  0.26   RV
NGC1261      284.10  2.87  0.44  0.38  VB21
NGC1261      445.77  2.25  0.34  0.28   RV
NGC1851        4.35 10.48  1.08  1.08  LI22
NGC1851        8.26  9.86  0.45  0.45  LI22
NGC1851        9.43 10.21  0.55  0.51   RV
NGC1851       11.08  9.11  0.35  0.32   RV
NGC1851       12.34  9.01  0.34  0.34  LI22
NGC1851       12.70  8.37  0.46  0.42   RV
NGC1851       15.73  8.55  0.28  0.28  LI22
NGC1851       16.11  8.11  0.32  0.30   RV
NGC1851       18.41  8.61  0.28  0.28  LI22
NGC1851       20.10  8.12  0.31  0.30   RV
NGC1851       21.54  8.50  0.28  0.28  LI22
NGC1851       23.85  7.61  0.30  0.28   RV
NGC1851       24.72  8.04  0.28  0.28  LI22
NGC1851       27.60  8.04  0.31  0.29   RV
NGC1851       28.23  7.76  0.23  0.23  LI22
NGC1851       30.91  7.23  0.29  0.28   RV
NGC1851       31.53  7.53  0.28  0.28  LI22
NGC1851       34.06  7.45  0.29  0.28   RV
NGC1851       34.87  7.19  0.23  0.23  LI22
NGC1851       37.28  7.49  0.30  0.28   RV
NGC1851       38.35  7.70  0.28  0.28  LI22
NGC1851       40.50  7.25  0.29  0.27   RV
NGC1851       41.86  7.14  0.23  0.23  LI22
NGC1851       43.62  6.47  0.27  0.25   RV
NGC1851       46.08  7.14  0.23  0.23  LI22
NGC1851       46.90  6.92  0.28  0.26   RV
NGC1851       50.12  6.74  0.23  0.23  LI22
NGC1851       50.31  7.21  0.29  0.27   RV
NGC1851       54.45  6.46  0.23  0.23  LI22
NGC1851       54.47  6.94  0.29  0.27   RV
NGC1851       59.55  6.80  0.23  0.23  LI22
NGC1851       65.90  6.56  0.26  0.25   RV
NGC1851       66.38  6.40  0.23  0.23  LI22
NGC1851       73.01  6.18  0.23  0.23  LI22
NGC1851       81.33  6.01  0.23  0.23  LI22
NGC1851       89.90  5.72  0.23  0.23  LI22
NGC1851       89.95  6.02  0.56  0.50  VB21
NGC1851      113.17  5.36  0.42  0.37   RV
NGC1851      128.27  6.22  0.61  0.54  VB21
NGC1851      158.66  5.08  0.40  0.35   RV
NGC1851      164.00  4.30  0.48  0.43  VB21
NGC1851      208.56  4.15  0.48  0.44  VB21
NGC1851      218.72  4.17  0.33  0.29   RV
NGC1851      305.71  3.49  0.46  0.42  VB21
NGC1851      309.04  3.73  0.31  0.27   RV
NGC1851      520.58  2.42  0.68  0.62  VB21
NGC1851      535.07  2.88  0.26  0.23   RV
NGC1851     1283.92  2.35  0.60  0.49   RV
NGC1904        0.65  8.70  1.77  1.77  L13
NGC1904        1.82  8.00  1.20  1.20  L13
NGC1904        3.29  6.89  0.80  0.68   RV
NGC1904        4.07  8.25  0.72  0.72  L13
NGC1904        6.53  5.17  0.61  0.52   RV
NGC1904        8.90  5.42  0.65  0.55   RV
NGC1904       10.72  6.60  0.68  0.68  L13
NGC1904       13.58  5.51  0.38  0.34   RV
NGC1904       20.27  5.88  0.40  0.36   RV
NGC1904       26.99  5.71  0.38  0.34   RV
NGC1904       29.42  6.29  0.69  0.61  VB21
NGC1904       33.82  4.57  0.32  0.29   RV
NGC1904       41.24  4.92  0.34  0.31   RV
NGC1904       50.97  5.24  0.36  0.33   RV
NGC1904       52.32  5.78  0.67  0.59  VB21
NGC1904       78.48  5.17  0.62  0.55  VB21
NGC1904      105.43  3.83  0.25  0.23   RV
NGC1904      108.43  5.14  0.64  0.56  VB21
